Income,Customer Lifetime Value,Months_In_Program,Months_Since_Enrollment,TotalFlights,TotalFlightsWithCompanions,TotalPoints,TotalPointsRedeemed,NumFlights_Max,NumFlightsWithCompanions_Max,Ratio_Flights_Companions,Ratio_Points_Redeemed,MeanDistancePerFlight,PropNrFlights,PropNrFlightsWithCompanions,PropCLV,PropPoints,PropPointsRedem,DiversitySeason,Recency_Months,cluster_labels
32627.0,7280.3,24,24,68,6.9,21474.93,3048.0,13,3.0,0.10147058823529412,0.14193294227268727,3158.9897058823526,2.8333333333333335,0.28750000000000003,303.34583333333336,894.78875,127.0,4.0,0.0,0
0.0,30966.32,10,10,47,11.0,9025.0,0.0,13,6.0,0.23404255319148937,0.0,1920.595744680851,4.7,1.1,3096.632,902.5,0.0,4.0,0.0,0
78904.0,8641.53,4,4,26,2.0,4492.0,0.0,11,2.0,0.07692307692307693,0.0,1728.2692307692307,6.5,0.5,2160.3825,1123.0,0.0,2.0,0.0,2
53703.0,2521.56,35,78,151,47.6,32141.57,8506.3,20,9.0,0.3152317880794702,0.2646510422484029,2128.885430463576,4.314285714285714,1.36,72.04457142857143,918.3305714285714,243.03714285714284,4.0,0.0,0
58851.0,18943.27,35,55,280,64.5,46659.88,10110.0,19,10.0,0.22953736654804271,0.21667436778662955,1660.750177935943,8.028571428571428,1.8428571428571427,541.2362857142857,1333.1394285714284,288.85714285714283,4.0,3.0,0
79632.0,8292.63,35,50,211,62.300000000000004,39157.5,25898.5,16,9.0,0.295260663507109,0.6613930920002554,1856.090047393365,6.0285714285714285,1.78,236.93228571428568,1118.7857142857142,739.9571428571429,4.0,2.0,0
0.0,4520.34,35,40,197,43.6,39832.39,23512.5,18,11.0,0.22131979695431472,0.590285945683902,2022.2939086294418,5.628571428571429,1.2457142857142858,129.15257142857143,1138.0682857142856,671.7857142857143,4.0,0.0,0
50071.0,2771.05,26,26,88,24.6,24346.55,2742.0,21,8.0,0.27954545454545454,0.11262375983455562,2767.0852272727275,3.3846153846153846,0.9461538461538462,106.57884615384616,936.4057692307692,105.46153846153847,4.0,0.0,0
73245.0,8214.6,32,32,173,39.0,35951.78,17618.7,19,6.0,0.2254335260115607,0.490064747837242,2078.5710982658957,5.40625,1.21875,256.70625,1123.493125,550.584375,4.0,0.0,0
11896.0,5227.23,14,14,97,19.0,17133.06,0.0,15,7.0,0.1958762886597938,0.0,1593.7422680412371,6.928571428571429,1.3571428571428572,373.3735714285714,1223.7900000000002,0.0,4.0,0.0,3
55674.0,5333.04,35,44,211,54.5,47037.23,10195.1,18,8.0,0.25829383886255924,0.21674533130458573,2229.6507109004738,6.0285714285714285,1.5571428571428572,152.37257142857143,1343.9208571428571,291.28857142857146,4.0,2.0,0
0.0,20714.94,35,78,151,54.1,41368.6,25042.0,16,9.0,0.35827814569536426,0.6053383484091799,2419.1132450331124,4.314285714285714,1.5457142857142858,591.8554285714285,1181.96,715.4857142857143,4.0,1.0,0
0.0,19116.57,35,54,234,49.6,37238.67,15437.3,20,6.0,0.21196581196581196,0.4145502511233618,1591.6824786324787,6.685714285714286,1.4171428571428573,546.1877142857143,1063.962,441.06571428571425,4.0,0.0,0
34847.0,5754.75,35,35,169,59.4,39821.94,0.0,16,9.0,0.3514792899408284,0.0,2322.357396449704,4.828571428571428,1.697142857142857,164.42142857142858,1137.7697142857144,0.0,4.0,0.0,0
90217.0,5261.12,35,36,207,59.7,40211.51,16078.0,18,11.0,0.2884057971014493,0.3998357684155606,1942.836231884058,5.914285714285715,1.7057142857142857,150.3177142857143,1148.9002857142857,459.37142857142857,4.0,0.0,0
68658.0,6019.93,8,8,67,22.0,10528.0,3262.0,17,6.0,0.3283582089552239,0.3098404255319149,1571.5671641791046,8.375,2.75,752.49125,1316.0,407.75,4.0,0.0,3
75497.0,7951.78,35,50,164,46.7,33847.68,7507.0,17,8.0,0.28475609756097564,0.22178772666250685,1977.7798780487806,4.685714285714286,1.3342857142857143,227.19371428571426,967.0765714285715,214.4857142857143,4.0,0.0,0
23105.0,5426.86,35,69,198,38.8,40105.45,3135.0,17,10.0,0.19595959595959594,0.07816892716575927,2025.7752525252524,5.6571428571428575,1.1085714285714285,155.05314285714286,1145.87,89.57142857142857,4.0,2.0,0
21839.0,10302.9,35,35,125,34.7,30957.09,8035.1,16,5.0,0.2776,0.259556050003408,2477.0552000000002,3.5714285714285716,0.9914285714285715,294.36857142857144,884.4882857142857,229.57428571428574,4.0,0.0,0
18174.0,4960.97,31,31,139,30.5,33988.49,0.0,12,10.0,0.21942446043165467,0.0,2385.8266187050363,4.483870967741935,0.9838709677419355,160.03129032258065,1096.4029032258063,0.0,4.0,1.0,0
91015.0,14663.2,35,73,180,41.1,53407.51,14534.9,14,8.0,0.22833333333333333,0.2721508641762179,2967.6116666666667,5.142857142857143,1.1742857142857144,418.9485714285714,1525.9288571428572,415.28285714285715,4.0,0.0,0
54292.0,8021.07,35,43,276,63.0,39045.92,0.0,18,10.0,0.22826086956521738,0.0,1415.0623188405798,7.885714285714286,1.8,229.17342857142856,1115.5977142857143,0.0,4.0,0.0,0
70829.0,6761.11,35,45,148,53.7,40194.84,10994.9,16,8.0,0.36283783783783785,0.2735400862399253,2716.2662162162164,4.228571428571429,1.5342857142857145,193.17457142857143,1148.424,314.14,4.0,0.0,0
0.0,7643.07,34,34,200,34.0,43531.61,11984.1,13,7.0,0.17,0.27529650293200736,2176.8755,5.882352941176471,1.0,224.79617647058822,1280.3414705882353,352.47352941176473,4.0,0.0,0
25632.0,4929.55,35,64,174,55.7,43980.5,7542.0,14,7.0,0.3201149425287356,0.17148508998306067,2308.5057471264367,4.9714285714285715,1.5914285714285714,140.84428571428572,1256.5857142857142,215.4857142857143,4.0,0.0,0
66140.0,8162.62,12,12,33,3.0,8298.0,0.0,11,3.0,0.09090909090909091,0.0,2515.5454545454545,2.75,0.25,680.2183333333334,691.5,0.0,3.0,1.0,2
82918.0,3590.69,35,63,190,51.4,33037.19,5548.0,19,7.0,0.27052631578947367,0.16793195789351334,1739.1205263157897,5.428571428571429,1.4685714285714286,102.59114285714286,943.9197142857143,158.5142857142857,4.0,0.0,0
26463.0,19582.47,35,56,191,39.6,41150.31,33579.2,19,5.0,0.20732984293193718,0.8160132937030121,2154.8434554973824,5.457142857142857,1.1314285714285715,559.4991428571429,1175.7231428571429,959.4057142857142,4.0,0.0,0
0.0,4827.78,4,4,9,4.0,3794.0,3083.0,8,4.0,0.4444444444444444,0.812598840274117,4097.240285714285,2.25,1.0,1206.945,948.5,770.75,2.0,0.0,2
28441.0,8595.15,35,35,268,53.9,37277.41,21213.0,19,5.0,0.2011194029850746,0.569057775204876,1384.2018656716416,7.6571428571428575,1.54,245.57571428571427,1065.0688571428573,606.0857142857143,4.0,0.0,0
11854.0,13118.74,35,50,280,81.6,48721.93,11410.8,21,9.0,0.2833333333333333,0.23420254493202547,1692.021875,8.228571428571428,2.3314285714285714,374.82114285714283,1392.0551428571428,326.0228571428571,4.0,0.0,0
14030.0,2719.51,29,29,125,36.9,25503.95,18455.1,17,9.0,0.29519999999999996,0.723617322022667,2040.772,4.310344827586207,1.2724137931034483,93.77620689655173,879.446551724138,636.3827586206896,4.0,1.0,0
91469.0,11797.99,35,35,274,66.3,48510.21,25381.3,18,10.0,0.24197080291970802,0.5232156282151736,1770.8069343065692,7.828571428571428,1.8942857142857141,337.08542857142857,1386.006,725.18,4.0,0.0,0
97834.37999999999,2463.24,35,35,146,31.7,27207.18,14195.0,17,6.0,0.21712328767123287,0.5217372767041641,1863.8616438356164,4.171428571428572,0.9057142857142857,70.37828571428571,777.348,405.57142857142856,4.0,0.0,0
86001.0,4358.76,35,76,197,87.7,46287.23,25219.8,18,10.0,0.4451776649746193,0.5448543799229291,2267.520812182741,5.628571428571429,2.505714285714286,124.536,1322.4922857142858,720.5657142857143,4.0,0.0,0
22241.0,5054.33,7,7,49,14.0,7913.0,0.0,18,8.0,0.2857142857142857,0.0,1615.408163265306,7.0,2.0,722.0471428571428,1130.4285714285713,0.0,3.0,0.0,3
0.0,6064.34,35,35,195,58.3,52077.53,34171.5,13,8.0,0.298974358974359,0.6561659126306489,2671.2015384615383,5.571428571428571,1.6657142857142857,173.26685714285713,1487.9294285714286,976.3285714285714,4.0,0.0,0
70263.0,7462.93,35,71,201,36.5,26958.54,20349.5,17,9.0,0.18159203980099503,0.7548442905290865,1341.613930348259,5.742857142857143,1.042857142857143,213.22657142857145,770.244,581.4142857142857,4.0,0.0,0
0.0,22895.35,35,35,227,52.1,42371.07,4418.0,21,8.0,0.22951541850220264,0.10426925730221115,1838.6947136563876,6.485714285714286,1.4885714285714287,654.1528571428571,1210.602,126.22857142857143,4.0,0.0,0
10312.0,2886.45,6,6,53,20.0,11902.0,3047.0,18,8.0,0.37735849056603776,0.256007393715342,1732.4528301886792,8.833333333333334,3.0643272727272697,481.075,1887.0633333333317,507.8333333333333,3.0,0.0,3
33566.0,5004.58,35,46,195,33.9,30938.42,4852.0,20,9.0,0.17384615384615384,0.15682765958959766,1586.9497435897435,5.571428571428571,0.9685714285714285,142.988,883.9548571428571,138.62857142857143,4.0,0.0,0
86134.0,35186.26,35,35,130,44.8,32033.88,18332.1,17,8.0,0.3446153846153846,0.5722722317746086,2464.813846153846,3.7142857142857144,1.28,1005.3217142857144,915.2537142857143,523.7742857142857,4.0,1.0,0
31364.0,5828.18,2,2,8,5.0,2982.0,2879.0,7,5.0,0.5918367346938775,0.9654594232059021,956.1428571428571,3.5,2.5,2914.09,1491.0,1169.1125333333316,1.0,1.0,2
38688.0,19435.63,35,61,252,42.0,40322.67,18019.2,17,6.0,0.16666666666666666,0.44687516972462393,1600.4551587301587,7.2,1.2,555.3037142857144,1152.0762857142856,514.8342857142858,4.0,1.0,0
0.0,3097.92,25,25,95,28.3,17809.47,0.0,18,7.0,0.29789473684210527,0.0,1875.0600000000002,3.8,1.1320000000000001,123.91680000000001,712.3788000000001,0.0,4.0,0.0,4
0.0,13197.93,35,61,256,79.7,23348.69,17203.7,21,8.0,0.311328125,0.736816498056208,912.480078125,7.314285714285714,2.277142857142857,377.0837142857143,667.1054285714285,491.5342857142857,4.0,0.0,0
53295.0,5568.89,7,7,52,13.0,7157.0,2735.0,14,8.0,0.25,0.3821433561548135,1376.7884615384614,7.428571428571429,1.8571428571428572,795.5557142857143,1022.4285714285714,390.7142857142857,2.0,1.0,3
65162.0,3482.69,35,71,190,31.8,36705.39,0.0,20,6.0,0.16736842105263158,0.0,1932.2047368421054,5.428571428571429,0.9085714285714286,99.50542857142857,1048.7254285714287,0.0,4.0,1.0,0
45318.0,8188.92,35,52,216,53.3,35717.54,19410.6,21,10.0,0.24675925925925923,0.5434472810837476,1653.9046296296297,6.171428571428572,1.5228571428571427,233.96914285714286,1020.5011428571429,554.5885714285714,4.0,0.0,0
0.0,5165.57,35,50,193,33.0,32808.43,5223.1,16,5.0,0.17098445595854922,0.15919993733317933,1700.3694300518134,5.514285714285714,0.9428571428571428,147.58771428571427,937.3837142857143,149.23142857142858,4.0,0.0,0
43704.0,24178.68,12,12,38,15.0,11780.0,0.0,13,5.0,0.39473684210526316,0.0,2303.0263157894738,3.1666666666666665,1.25,2014.89,981.6666666666666,0.0,4.0,0.0,0
22571.0,4605.04,35,69,189,68.0,36950.0,22817.1,16,9.0,0.35978835978835977,0.6175128552097429,1955.3280423280423,5.4,1.9428571428571428,131.57257142857142,1055.7142857142858,651.9171428571428,4.0,0.0,0
64985.0,13023.93,30,30,165,14.0,22103.13,0.0,20,6.0,0.08484848484848485,0.0,1339.8563636363635,5.5,0.4666666666666667,434.13100000000003,736.7710000000001,0.0,4.0,1.0,4
0.0,7054.78,6,6,36,13.0,9521.0,0.0,16,11.0,0.3611111111111111,0.0,2645.1111111111113,6.0,2.1666666666666665,1175.7966666666666,1586.8333333333333,0.0,2.0,0.0,3
72669.0,2980.46,30,30,175,41.0,38099.58,6076.0,16,7.0,0.2342857142857143,0.15947682362902688,2177.5302857142856,5.833333333333333,1.3666666666666667,99.34866666666667,1269.986,202.53333333333333,4.0,0.0,0
67060.0,13623.62,35,35,228,40.9,32784.76,5601.0,18,8.0,0.1793859649122807,0.17084157395082347,1438.2350877192982,6.514285714285714,1.1685714285714286,389.24628571428576,936.7074285714286,160.02857142857144,4.0,0.0,0
34927.0,2787.54,25,25,80,4.9,17076.03,6921.7,15,3.0,0.061250000000000006,0.40534597327364735,2134.9787499999998,3.2,0.196,111.5016,683.0412,276.868,4.0,0.0,4
35832.0,5043.8,33,33,165,43.8,36786.42,14178.8,19,7.0,0.26545454545454544,0.38543571241778896,2229.789090909091,5.0,1.3272727272727272,152.84242424242424,1114.74,429.660606060606,4.0,0.0,0
25370.0,9384.65,28,28,114,18.7,18524.89,4420.0,15,8.0,0.16403508771929823,0.23859790800377223,1625.385087719298,4.071428571428571,0.6678571428571428,335.1660714285714,661.6032142857142,157.85714285714286,4.0,1.0,4
0.0,7294.49,25,25,92,28.9,22836.48,0.0,14,6.0,0.31413043478260866,0.0,2482.7586956521736,3.68,1.156,291.7796,913.4592,0.0,4.0,0.0,0
77601.0,5719.09,35,41,193,30.2,42036.64,17550.9,19,8.0,0.15647668393782382,0.417514339871122,2178.3595854922282,5.514285714285714,0.8628571428571429,163.40257142857143,1201.046857142857,501.45428571428573,4.0,1.0,0
0.0,4784.42,32,32,201,38.1,53357.05,0.0,16,10.0,0.18955223880597016,0.0,2655.002487562189,6.28125,1.190625,149.513125,1667.4078125,0.0,4.0,0.0,0
83777.0,4508.86,35,35,208,56.5,45796.95,16552.4,18,7.0,0.27163461538461536,0.3614301825776608,2202.1177884615386,5.942857142857143,1.6142857142857143,128.82457142857143,1308.4842857142855,472.9257142857143,4.0,0.0,0
0.0,6961.95,33,33,280,59.6,42424.91,0.0,18,9.0,0.2083916083916084,0.0,1483.6926573426572,8.666666666666666,1.8060606060606061,210.96818181818182,1285.6033333333335,0.0,4.0,0.0,0
71460.0,2839.3,35,55,221,55.6,26607.41,26153.6,20,9.0,0.2515837104072398,0.9829442249358354,1193.5886877828054,6.314285714285714,1.5885714285714285,81.12285714285714,760.2117142857143,747.2457142857143,4.0,0.0,0
57740.0,5745.94,35,35,246,62.0,52772.64,8032.0,20,8.0,0.25203252032520324,0.15220007943510122,2068.428455284553,7.0285714285714285,1.7714285714285714,164.16971428571426,1507.7897142857144,229.4857142857143,4.0,0.0,0
25998.0,8382.48,35,49,165,54.6,25228.78,5890.0,20,9.0,0.33090909090909093,0.23346352855746494,1529.4230303030304,4.714285714285714,1.56,239.49942857142855,720.8222857142857,168.28571428571428,4.0,1.0,0
88049.0,7341.74,35,73,171,37.7,22738.8,16489.8,19,7.0,0.22046783625730995,0.7251833869861206,1330.2105263157894,4.885714285714286,1.0771428571428572,209.76399999999998,649.68,471.13714285714286,4.0,0.0,0
65083.0,3059.28,35,72,168,67.5,30880.97,25817.2,20,8.0,0.4017857142857143,0.8360229617139617,1838.599404761905,4.8,1.9285714285714286,87.408,882.3134285714286,737.6342857142857,4.0,1.0,0
89834.0,4660.4,35,35,207,32.1,28984.23,2647.0,21,8.0,0.15507246376811595,0.09132552425922648,1400.4362318840579,5.914285714285715,0.9171428571428571,133.1542857142857,828.1208571428572,75.62857142857143,4.0,0.0,0
47519.0,7601.95,35,35,167,22.2,26812.66,7852.7,15,5.0,0.13293413173652693,0.29287284439514766,1605.9736526946106,4.771428571428571,0.6342857142857142,217.19857142857143,766.076,224.36285714285714,4.0,0.0,0
79867.0,2989.96,35,61,147,47.0,42444.71,18528.1,14,7.0,0.3197278911564626,0.4365231851036324,2887.9938775510204,4.2,1.3428571428571427,85.42742857142858,1212.706,529.3742857142856,4.0,1.0,0
30852.0,6699.28,27,27,103,36.2,16673.7,3982.0,16,8.0,0.3514563106796117,0.23881921828988165,1619.2718446601941,3.814814814814815,1.3407407407407408,248.12148148148148,617.5444444444445,147.4814814814815,4.0,3.0,4
92766.0,20096.89,35,35,207,74.5,41283.05,16181.3,17,9.0,0.35990338164251207,0.3919598963739355,1994.6642512077294,5.914285714285715,2.1285714285714286,574.1968571428571,1179.5157142857145,462.3228571428571,4.0,0.0,0
71186.0,5399.58,35,35,208,65.8,54355.33,3872.0,20,11.0,0.31634615384615383,0.07123496444598901,2268.288942307692,5.942857142857143,1.88,154.27371428571428,1553.0094285714285,110.62857142857143,4.0,0.0,0
17950.0,8847.44,32,32,221,47.4,39824.41,8011.0,19,9.0,0.21447963800904976,0.20115803347745764,1802.2855203619908,6.90625,1.48125,276.4825,1244.5128125,250.34375,4.0,0.0,0
0.0,11042.29,35,64,164,68.2,42521.12,12074.5,21,9.0,0.4158536585365854,0.2839647685667734,2426.8603658536585,4.685714285714286,1.9485714285714286,315.494,1214.889142857143,344.98571428571427,4.0,0.0,0
37874.0,5258.25,35,39,244,83.8,40753.86,11935.8,20,11.0,0.3434426229508197,0.29287532518392123,1548.5557377049179,6.9714285714285715,2.394285714285714,150.2357142857143,1164.396,341.0228571428571,4.0,0.0,0
0.0,2396.22,35,37,254,66.1,56579.042199999996,7499.3,20,10.0,0.26023622047244094,0.12162673261288988,2427.89842519685,7.257142857142857,1.8885714285714283,68.46342857142857,1761.6662857142858,214.2657142857143,4.0,0.0,0
25352.0,6863.12,25,25,106,44.5,22333.13,2434.0,15,9.0,0.419811320754717,0.10898606688807166,2107.304716981132,4.24,1.78,274.52479999999997,893.3252,97.36,4.0,1.0,0
46946.0,5480.7,35,55,224,66.8,43539.52,20277.9,15,8.0,0.2982142857142857,0.46573549731370495,1885.3647321428573,6.4,1.9085714285714286,156.59142857142857,1243.9862857142857,579.3685714285715,4.0,0.0,0
0.0,26134.91,35,36,134,39.8,42482.56,8793.2,17,7.0,0.2970149253731343,0.2069837599240724,2770.467164179104,3.8285714285714287,1.137142857142857,746.7117142857143,1213.7874285714286,251.23428571428573,4.0,0.0,0
16113.0,20885.56,35,38,202,42.9,48963.52,9443.0,15,10.0,0.21237623762376237,0.1928578664279039,2424.1891089108913,5.771428571428571,1.2257142857142858,596.7302857142857,1398.9577142857142,269.8,4.0,0.0,0
25965.0,2491.26,35,57,248,59.5,51834.3,13382.0,20,8.0,0.2399193548387097,0.2581688187165641,2090.4637096774195,7.085714285714285,1.7,71.17885714285715,1480.98,382.34285714285716,4.0,1.0,0
46648.0,6418.25,30,30,93,15.5,22301.12,9938.9,14,3.0,0.16666666666666666,0.44566819962405474,2398.7225806451615,3.1,0.5166666666666667,213.94166666666666,743.3706666666666,331.2966666666667,4.0,0.0,0
0.0,8467.37,35,76,158,31.4,35660.15,12390.0,15,8.0,0.19873417721518988,0.34744665964669247,2257.6044303797466,4.514285714285714,0.8971428571428571,241.92485714285718,1018.8614285714286,354.0,4.0,2.0,0
21986.0,2395.57,35,35,180,64.3,46215.0,11922.3,19,8.0,0.3572222222222222,0.2579746835443038,2567.8611111111113,5.142857142857143,1.837142857142857,68.44485714285715,1320.4285714285713,340.63714285714286,4.0,0.0,0
84658.0,2447.05,35,49,206,58.4,54581.72,16504.2,15,7.0,0.283495145631068,0.3023759603031931,2649.9135922330097,5.885714285714286,1.6685714285714286,69.91571428571429,1559.4777142857142,471.54857142857145,4.0,0.0,0
41463.0,17569.16,10,10,45,12.0,6336.0,3301.0,14,5.0,0.26666666666666666,0.5209911616161617,1408.7111111111112,4.5,1.2,1756.916,633.6,330.1,4.0,0.0,4
50472.0,6832.13,12,12,42,10.0,12776.0,2204.0,10,4.0,0.23809523809523808,0.17251095804633687,3042.785714285714,3.5,0.8333333333333334,569.3441666666666,1064.6666666666667,183.66666666666666,4.0,1.0,3
23554.0,3210.14,35,66,154,60.9,32930.73,19278.8,14,9.0,0.39545454545454545,0.5854349417701945,2061.359090909091,4.4,1.74,91.71828571428571,940.878,550.8228571428572,4.0,0.0,0
25612.0,6943.56,35,63,167,28.1,39813.81,3206.0,15,5.0,0.16826347305389222,0.08052482291948447,2118.5335329341315,4.771428571428571,0.8028571428571429,198.3874285714286,1137.5374285714286,91.6,4.0,1.0,0
0.0,11880.97,35,35,234,77.1,45914.2,21848.9,18,9.0,0.3294871794871795,0.4758636761611877,1962.4957264957266,6.685714285714286,2.202857142857143,339.4562857142857,1311.8342857142857,624.2542857142857,4.0,1.0,0
34498.0,6369.26,28,28,128,42.2,29738.65,6564.0,20,9.0,0.3296875,0.22072286401702834,2323.91796875,4.571428571428571,1.5071428571428573,227.47357142857143,1062.0946428571428,234.42857142857142,4.0,0.0,0
86054.0,9664.33,32,32,206,64.7,35259.91,3510.0,17,11.0,0.31407766990291264,0.09954648210956862,1712.0538834951456,6.4375,2.021875,302.0103125,1101.8721875,109.6875,4.0,1.0,0
31456.0,7607.98,35,35,175,41.6,37052.45,0.0,15,7.0,0.2377142857142857,0.0,2117.677142857143,5.0,1.1885714285714286,217.37085714285712,1058.6414285714284,0.0,4.0,0.0,0
70600.0,14435.66,35,51,218,64.9,32097.829999999998,10157.0,18,9.0,0.2977064220183486,0.3164388371425732,1472.7353211009174,6.228571428571429,1.8542857142857145,412.4474285714286,917.0808571428571,290.2,4.0,0.0,0
70610.0,7950.57,35,61,185,63.2,43301.4,7581.0,19,9.0,0.34162162162162163,0.17507517077969764,2177.4054054054054,5.285714285714286,1.8057142857142858,227.15914285714285,1237.182857142857,216.6,4.0,0.0,0
22562.0,2584.2,5,5,8,4.0,3563.0,0.0,6,2.0,0.5714285714285714,0.0,4097.240285714285,1.4,0.8,516.8399999999999,712.6,0.0,2.0,0.0,2
0.0,8487.24,35,78,201,89.1,55314.66,30472.2,14,8.0,0.4920398009950249,0.5508883178528079,2752.276616915423,5.742857142857143,2.825714285714286,242.4925714285714,1580.4188571428572,870.6342857142857,4.0,0.0,0
0.0,3200.8,35,62,177,44.0,38419.76,25140.8,20,6.0,0.24858757062146894,0.6543716046117934,2171.042937853107,5.057142857142857,1.2571428571428571,91.45142857142858,1097.7074285714286,718.3085714285714,4.0,0.0,0
29484.0,11064.29,10,10,58,16.0,12149.0,6295.0,15,5.0,0.27586206896551724,0.5181496419458391,2095.2586206896553,5.8,1.6,1106.429,1214.9,629.5,4.0,0.0,3
71210.0,25807.06,35,60,193,63.7,52239.17,4325.0,18,9.0,0.3300518134715026,0.08279228019893885,2707.236787564767,5.514285714285714,1.82,737.3445714285715,1492.5477142857142,123.57142857142857,4.0,0.0,0
0.0,2703.27,6,6,25,3.0,5674.0,0.0,15,3.0,0.12,0.0,2270.16,4.166666666666667,0.5,450.545,945.6666666666666,0.0,3.0,0.0,2
97834.37999999999,5510.97,35,69,234,27.3,45073.65,8433.3,18,7.0,0.11666666666666667,0.18710044560402805,1926.5363247863247,6.685714285714286,0.78,157.4562857142857,1287.8185714285714,240.95142857142855,4.0,0.0,0
33599.0,9388.98,2,2,8,1.0,1897.0,0.0,6,1.0,0.16666666666666666,0.0,3161.8333333333335,3.0,0.5,4437.67999999997,948.5,0.0,2.0,0.0,2
35624.0,19237.77,35,57,204,46.4,40160.7,14391.9,16,11.0,0.22745098039215686,0.3583577975483495,1969.1225490196077,5.828571428571428,1.3257142857142856,549.6505714285714,1147.4485714285713,411.19714285714286,4.0,0.0,0
51972.0,7814.6,34,34,158,25.5,33743.97,0.0,13,5.0,0.16139240506329114,0.0,2136.2132911392405,4.647058823529412,0.75,229.84117647058824,992.469705882353,0.0,4.0,0.0,0
48019.0,7706.04,2,2,10,5.0,1474.02,0.0,6,5.0,0.5,0.0,1043.7,5.0,2.5,3853.02,521.5,0.0,2.0,0.0,2
38166.0,2602.25,35,47,230,77.1,35585.32,10284.0,16,10.0,0.3352173913043478,0.28899557457963004,1547.4095652173914,6.571428571428571,2.202857142857143,74.35,1016.7234285714286,293.8285714285714,4.0,3.0,0
0.0,2376.53,35,71,243,50.6,47040.67,15222.2,17,8.0,0.20823045267489712,0.3235965814262425,1872.4555555555555,6.942857142857143,1.4457142857142857,67.90085714285715,1344.0191428571427,434.92,4.0,0.0,0
77493.0,5610.96,35,45,233,50.8,51935.04,19426.4,15,7.0,0.21802575107296135,0.37405189251803794,2195.948068669528,6.6571428571428575,1.4514285714285713,160.31314285714285,1483.8582857142858,555.0400000000001,4.0,0.0,0
0.0,5201.71,35,65,108,34.8,35676.3,10615.8,16,8.0,0.3222222222222222,0.29755888362862737,3303.8611111111113,3.085714285714286,0.9942857142857142,148.62028571428573,1019.3228571428572,303.3085714285714,4.0,1.0,0
31275.0,5205.75,35,35,169,54.8,45540.41,2963.0,16,11.0,0.3242603550295858,0.06506309451320266,2695.124852071006,4.828571428571428,1.5657142857142856,148.7357142857143,1301.1545714285714,84.65714285714286,4.0,0.0,0
91810.0,2867.21,35,49,223,26.8,31050.47,0.0,21,7.0,0.12017937219730943,0.0,1392.7878923766816,6.371428571428571,0.7657142857142857,81.92028571428571,887.1562857142858,0.0,4.0,0.0,0
27558.0,7568.85,35,59,178,60.3,48440.77,9210.0,14,7.0,0.33876404494382023,0.1901290999296667,2533.925842696629,5.085714285714285,1.7228571428571429,216.25285714285715,1384.022,263.14285714285717,4.0,0.0,0
56021.0,8232.76,35,55,220,74.6,49874.12,5934.0,18,8.0,0.33909090909090905,0.11897954289719798,2267.350909090909,6.285714285714286,2.1314285714285712,235.22171428571428,1424.9748571428572,169.54285714285714,4.0,1.0,0
23599.0,3971.35,35,47,165,26.5,29382.61,5745.0,21,5.0,0.1606060606060606,0.19552381493679424,1611.9399999999998,4.714285714285714,0.7571428571428571,113.46714285714286,839.5031428571428,164.14285714285714,4.0,1.0,0
41968.0,2680.9,35,35,214,84.3,43767.02,32504.1,16,8.0,0.3939252336448598,0.7426619404291177,2045.5897196261683,6.114285714285714,2.4085714285714284,76.59714285714286,1250.4862857142857,928.6885714285714,4.0,1.0,0
63499.0,2921.93,29,29,113,27.9,27282.12,11573.0,18,9.0,0.24690265486725663,0.42419723980394486,2414.895575221239,3.896551724137931,0.9620689655172413,100.75620689655172,940.7627586206896,399.0689655172414,4.0,0.0,0
52583.0,8879.79,33,33,192,45.6,34979.56,12177.5,17,8.0,0.23750000000000002,0.34813188044675236,1822.20625,5.818181818181818,1.3818181818181818,269.0845454545455,1059.9866666666667,369.0151515151515,4.0,1.0,0
22828.0,16473.17,35,55,186,35.3,35634.42,3270.0,19,6.0,0.18978494623655912,0.09176520903104358,1902.431182795699,5.314285714285714,1.0085714285714285,470.662,1018.1262857142857,93.42857142857143,4.0,0.0,0
46879.0,6756.06,25,25,101,23.3,20777.81,9771.7,18,7.0,0.2306930693069307,0.4702949925906532,2057.4960396039605,4.04,0.932,270.24240000000003,831.1124000000001,390.86800000000005,4.0,2.0,0
0.0,4389.95,35,35,188,68.1,40920.27,23443.1,20,9.0,0.36223404255319147,0.5728970019015026,2004.8271276595744,5.371428571428571,1.9457142857142855,125.42714285714285,1169.1505714285713,669.8028571428571,4.0,1.0,0
32857.0,12547.43,13,13,73,14.0,15971.0,11261.0,15,7.0,0.1917808219178082,0.7050904764886357,2188.2876712328766,5.615384615384615,1.0769230769230769,965.1869230769231,1228.5384615384614,866.2307692307693,4.0,0.0,3
93210.0,12846.45,35,76,181,51.2,43050.18,0.0,21,7.0,0.2828729281767956,0.0,2378.910497237569,5.171428571428572,1.4628571428571429,367.0414285714286,1230.0051428571428,0.0,4.0,0.0,0
44897.0,7785.0,35,35,195,63.6,44503.65,0.0,15,8.0,0.3261538461538462,0.0,2282.5,5.571428571428571,1.8171428571428572,222.42857142857142,1271.5328571428572,0.0,4.0,2.0,0
66839.0,5989.77,35,63,245,60.2,51072.9,27884.4,19,9.0,0.24571428571428572,0.5459725216308453,2084.991836734694,7.0,1.72,171.13628571428572,1459.2257142857143,796.6971428571429,4.0,0.0,0
